เลขทะเบียน,ชื่อบริษัทภาษาไทย,ชื่อบริษัทภาษาอังกฤษ,ประกอบธุรกิจ,หมวดธุรกิจ,ที่ตั้ง,สถานะ,วันที่จดทะเบียน,วันที่จดทะเบียน(ชื่อเดือน),ทุนจดทะเบียน,ก่อตั้งโดย,ข้อมูลสำหรับติดต่อ,ข้อมูลสำหรับการติดต่อ,เบอร์โทร,Website,หลักทรัพย์,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่ร้าง,วันที่เลิก,เสร็จชำระบัญชี,เว็บไซต์,พิพากษาล้มละลาย,ศาลสั่งพิทักษ์ทรัพย์,ทะเบียน,จดทะเบียน
'0575563002514,บริษัท พงศกร พิษณุโลก โพลทรี่ จำกัด,"PONGSAKORN PHITSANULOK POULTRY CO., LTD.",,การเลี้ยงไก่เนื้อ,333 หมู่ที่ 7 ตำบลสันติสุข อำเภอพาน จ.เชียงราย 57120,ยังดำเนินกิจการอยู่,2/9/2563,2 กันยายน 2563,75000000,,,False,,,,https://www.dataforthai.com/company/0575563002514/,,,,,,,,,
'0325564000495,บริษัท พัฒนกิจฟาร์ม จำกัด,"PHATTANAKITFARM CO., LTD.",การเลี้ยงเนื้อไก่,การเลี้ยงไก่เนื้อ,159/1 หมู่ที่ 8 ตำบลนาดี อำเภอเมืองสุรินทร์ จ.สุรินทร์ 32000,ยังดำเนินกิจการอยู่,29/3/2564,29 มีนาคม 2564,30000000,,,False,,,,https://www.dataforthai.com/company/0325564000495/,,,,,,,,,
'0105548134778,บริษัท พี.พี.เอ็ม.ฟาร์ม จำกัด,P.P.M. FARM COMPAMU LIMITED,เลี้ยงไก่,การเลี้ยงไก่เนื้อ,5/153 หมู่ที่ 19 ตำบลบางพลีใหญ่ อำเภอบางพลี จ.สมุทรปราการ 10540,ยังดำเนินกิจการอยู่,12/10/2548,12 ตุลาคม 2548,65000000,,,False,,,,https://www.dataforthai.com/company/0105548134778/,,,,,,,,,
'0505557007844,บริษัท ฟาร์ม 99 กรุ๊ป จำกัด,FARM 99 GROUP COMPANY LIMITED,,การเลี้ยงไก่เนื้อ,282 หมู่ที่ 8 ตำบลมะขุนหวาน อำเภอสันป่าตอง จ.เชียงใหม่ 50120,ยังดำเนินกิจการอยู่,21/8/2557,21 สิงหาคม 2557,100000000,,,False,,,,https://www.dataforthai.com/company/0505557007844/,,,,,,,,,
'0245557000931,บริษัท ฟาร์ม สุขสงวน จำกัด,FARM SUKSANGUAN COMPANY LIMITED,ฟาร์มเลี้ยงไก่,การเลี้ยงไก่เนื้อ,99 หมู่ที่ 10 ตำบลแปลงยาว อำเภอแปลงยาว จ.ฉะเชิงเทรา 24190,ยังดำเนินกิจการอยู่,25/4/2557,25 เมษายน 2557,125000000,,,False,,,,https://www.dataforthai.com/company/0245557000931/,,,,,,,,,
'0105521016944,บริษัท ฟาร์มกรุงไทย จำกัด,KRUNGTHAI FARM COMPANY LIMITED,ผลิตและขายลูกไก่,การเลี้ยงไก่เนื้อ,312 ถนนพระรามที่ 2 แขวงบางมด เขตจอมทอง กรุงเทพมหานคร 10150,ยังดำเนินกิจการอยู่,20/9/2521,20 กันยายน 2521,350000000,,,False,'038292557,https://www.ktfood.co.th/?me=en-home,,https://www.dataforthai.com/company/0105521016944/,,,,,,,,,
'0245544000172,บริษัท ฟาร์มคลองนา จำกัด,FARM KLONGNA COMPANY LIMITED,ฟาร์มเลี้ยงไก่ไข่,การเลี้ยงไก่เนื้อ,7/1 หมู่ที่ 3 ตำบลคลองนา อำเภอเมืองฉะเชิงเทรา จ.ฉะเชิงเทรา 24000,ยังดำเนินกิจการอยู่,26/2/2544,26 กุมภาพันธ์ 2544,50000000,,,False,,,,https://www.dataforthai.com/company/0245544000172/,,,,,,,,,
'0205534003462,บริษัท ฟาร์มป่าแดง จำกัด,FARM PADANG COMPANY LIMITED,ฟักลูกไก่ขาย,การเลี้ยงไก่เนื้อ,126 หมู่ที่ 3 ตำบลหนองไม้แดง อำเภอเมืองชลบุรี จ.ชลบุรี 20000,ยังดำเนินกิจการอยู่,14/10/2534,14 ตุลาคม 2534,135000000,,,False,'038272155,,,https://www.dataforthai.com/company/0205534003462/,,,,,,,,,
'0105535140481,บริษัท ฟาร์มสูงเนิน จำกัด,"FARM SUNGNOEN CO., LTD.",ฟาร์มไก่เนื้อ,การเลี้ยงไก่เนื้อ,1126/1 ถนนเพชรบุรีตัดใหม่ แขวงมักกะสัน เขตราชเทวี กรุงเทพมหานคร 10400,ยังดำเนินกิจการอยู่,13/10/2535,13 ตุลาคม 2535,200000000,,,False,'022523777857,,,https://www.dataforthai.com/company/0105535140481/,,,,,,,,,
'0105521017037,บริษัท ฟาร์มแหลมทอง จำกัด,FARM LAEMTHONG COMPANY LIMITED,เลี้ยงไก่เนื้อ,การเลี้ยงไก่เนื้อ,1126/1 ถนนเพชรบุรีตัดใหม่ แขวงมักกะสัน เขตราชเทวี กรุงเทพมหานคร 10400,ยังดำเนินกิจการอยู่,21/9/2521,21 กันยายน 2521,128000000,,,False,'022523777,,,https://www.dataforthai.com/company/0105521017037/,,,,,,,,,
'0805564001845,บริษัท ฟาร์เมช อัลไลแอนซ์ จำกัด,"FARMESH ALLIANCE CO., LTD.",,การเลี้ยงไก่เนื้อ,99/9 ถนนอ้อมค่ายวชิราวุธ ตำบลท่าวัง อำเภอเมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000,ยังดำเนินกิจการอยู่,28/5/2564,28 พฤษภาคม 2564,180000000,,,False,,,,https://www.dataforthai.com/company/0805564001845/,,,,,,,,,
'0805564003597,บริษัท ฟาร์เมช จำกัด,"FARMESH CO., LTD.",,การเลี้ยงไก่เนื้อ,99/9 ถนนอ้อมค่ายวชิราวุธ ตำบลท่าวัง อำเภอเมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000,ยังดำเนินกิจการอยู่,1/12/2564,1 ธันวาคม 2564,850000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0805564003597/,,,,,,,,,
'0315562001982,บริษัท ภัทรภพ จำกัด,"PATTARAPOP CO., LTD.",,การเลี้ยงไก่เนื้อ,131/2 หมู่ที่ 6 ตำบลประโคนชัย อำเภอประโคนชัย จ.บุรีรัมย์ 31140,ยังดำเนินกิจการอยู่,28/11/2562,28 พฤศจิกายน 2562,50000000,,,False,,,,https://www.dataforthai.com/company/0315562001982/,,,,,,,,,
'0165561000844,บริษัท มายแฟมิลี่ เจเจ.ฟาร์ม จำกัด,MYFAMILY JJ.FARM COMPANY LIMITED,,การเลี้ยงไก่เนื้อ,30 หมู่บ้าน ทะเลทอง หมู่ที่ 3 ตำบลโคกเจริญ อำเภอโคกเจริญ จ.ลพบุรี 15250,ยังดำเนินกิจการอยู่,26/6/2561,26 มิถุนายน 2561,35000000,,,False,'036706096,,,https://www.dataforthai.com/company/0165561000844/,,,,,,,,,
'0105530052974,บริษัท เมืองทองฟาร์ม จำกัด,MUANGTHONG FARM COMPANY LIMITED,ฟาร์มไก่เนื้อ,การเลี้ยงไก่เนื้อ,1126/1 อาคารวานิช ถนนเพชรบุรีตัดใหม่ แขวงมักกะสัน เขตราชเทวี กรุงเทพมหานคร 10400,ยังดำเนินกิจการอยู่,15/10/2530,15 ตุลาคม 2530,304000000,,,False,,,,https://www.dataforthai.com/company/0105530052974/,,,,,,,,,
'0105562008717,บริษัท แม็คดิส ฟาร์มมิ่ง จำกัด,MACDIS FARMING COMPANY LIMITED,,การเลี้ยงไก่เนื้อ,2 ซอยพัฒนาการ 65 แขวงประเวศ เขตประเวศ กรุงเทพมหานคร 10250,ยังดำเนินกิจการอยู่,16/1/2562,16 มกราคม 2562,40000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105562008717/,,,,,,,,,
'0505539000230,บริษัท แม่ทาทองฟาร์ม จำกัด,MAETHATHONG FARM COMPANY LIMITED,ประกอบกิจการฟาร์มเลี้ยงรุ่นเพื่อจำหน่าย,การเลี้ยงไก่ไข่,1/1 หมู่ที่ 3 ตำบลหนองหงษ์ อำเภอพานทอง จ.ชลบุรี 20160,ยังดำเนินกิจการอยู่,10/1/2539,10 มกราคม 2539,40000000,,,False,,,,https://www.dataforthai.com/company/0505539000230/,,,,,,,,,
'0105546153368,บริษัท รอส บรีดเดอร์ส สยาม จำกัด,ROSS BREEDERS SIAM COMPANY LIMITED,จำหน่ายลูกไก่มีชีวิต และการเลี้ยงไก่,การเลี้ยงไก่เนื้อ,10/22 หมู่ที่ 6 แขวงโคกแฝด เขตหนองจอก กรุงเทพมหานคร 10530,ยังดำเนินกิจการอยู่,26/12/2546,26 ธันวาคม 2546,70000000,,,False,'029881544,,,https://www.dataforthai.com/company/0105546153368/,,,,,,,,,
'0325553000341,บริษัท โรงสี หิรัณย์จรัส จำกัด,HIRUNCHARAS RICE MILL COMPANY LIMITED,กิจการฟาร์มเลี้ยงไก่ ซื้อ-ขายไก่ ไข่ โรงสีข้าว,การเลี้ยงไก่เนื้อ,153 หมู่ที่ 14 ตำบลปรือ อำเภอปราสาท จ.สุรินทร์ 32140,ยังดำเนินกิจการอยู่,24/9/2553,24 กันยายน 2553,100000000,,,False,,,,https://www.dataforthai.com/company/0325553000341/,,,,,,,,,
'0905552001909,บริษัท ลูกปลาฟาร์ม จำกัด,LUK PLA FARM COMPANY LIMITED,ประกอบกิจการเลี้ยงไก่,การเลี้ยงไก่เนื้อ,438 หมู่ที่ 1 ตำบลกำแพงเพชร อำเภอรัตภูมิ จ.สงขลา 90180,ยังดำเนินกิจการอยู่,24/9/2552,24 กันยายน 2552,100000000,,,False,'0649124224,https://lpf.co.th/,,https://www.dataforthai.com/company/0905552001909/,,,,,,,,,
