เลขทะเบียน,ชื่อบริษัทภาษาไทย,ชื่อบริษัทภาษาอังกฤษ,ประกอบธุรกิจ,หมวดธุรกิจ,ที่ตั้ง,สถานะ,วันที่จดทะเบียน,วันที่จดทะเบียน(ชื่อเดือน),ทุนจดทะเบียน,ก่อตั้งโดย,ข้อมูลสำหรับติดต่อ,ข้อมูลสำหรับการติดต่อ,เบอร์โทร,Website,หลักทรัพย์,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่เลิก,เสร็จชำระบัญชี,วันที่ร้าง,ศาลสั่งพิทักษ์ทรัพย์,พิพากษาล้มละลาย,เว็บไซต์,"สมัครงาน / ดูตำแหน่งงานว่าง
 ดูตำแหน่งงานจาก JOBBKK"
'0105562009781,บริษัท ไทย อิเล็กทริก เซ็นเตอร์ จำกัด,"THAI ELECTRIC CENTER CO., LTD.",,การขายส่งโทรศัพท์และอุปกรณ์การสื่อสารโทรคมนาคม,2823/3 อาคารมาย-ออฟฟิศ ห้องเลขที่ 126 ชั้นที่ 1 ถนนเจริญกรุง แขวงบางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,17/1/2562,17 มกราคม 2562,30000000,กรรมการ: นางสาววรินกาญจน์ เฉิน,,False,,,,https://www.dataforthai.com/company/0105562009781/,,,,,,,,
'0105549109769,บริษัท ฟู่หยวน บิซิเนส จำกัด,"FUYUAN BUSINESS CO.,LTD.",จำหน่ายวัตถุดิบที่ใช้ผลิตสายไฟฟ้า สายไฟฟ้า การสื่อสาร เคเบิ้ลใยแก้วนำแสงฯผลิตและจำหน่ายน้ำผลไม้,ร้านขายปลีกวัสดุก่อสร้างอื่นๆ,188 หมู่ที่ 5 ตำบลบางระกำ อำเภอบางเลน จ.นครปฐม 73130,ยังดำเนินกิจการอยู่,12/9/2549,12 กันยายน 2549,30000000,กรรมการ: นางสาวจารุพร ใจชอบดียิ่งสกุล,,False,,,,https://www.dataforthai.com/company/0105549109769/,ดูตำแหน่งงานจาก JOBTOPGUN,,,,,,,
'0105535153302,บริษัท มาสเตอร์ คอนโทรล จำกัด,MASTER CONTROLS COMPANY LIMITED,จำหน่ายเครื่องมือสื่อสารและเครื่องอิเล็คโทรนิค,การขายส่งโทรศัพท์และอุปกรณ์การสื่อสารโทรคมนาคม,1588/3 ถนนเทพรัตน แขวงบางนาใต้ เขตบางนา กรุงเทพมหานคร 10260,ยังดำเนินกิจการอยู่,13/11/2535,13 พฤศจิกายน 2535,30000000,"กรรมการ: นางจันทร์เพ็ญ ประสูตชัย, นายเคนอิชิ ซูซูกิ, นายโอซามุ นากาโนะ",,False,,http://www.mastercontrols.co.th,,https://www.dataforthai.com/company/0105535153302/,,,,,,,,
'0105556020948,บริษัท วีไอคิว กรุ๊ป จำกัด,"VIQ GROUP CO., LTD.",ประกอบกิจการจำหน่ายเครื่องมือสื่อสารและอุปกรณ์สื่อสารทุกชนิด,การขายส่งโทรศัพท์และอุปกรณ์การสื่อสารโทรคมนาคม,729/117-124 ถนนรัชดาภิเษก แขวงบางโพงพาง เขตยานนาวา กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,1/2/2556,1 กุมภาพันธ์ 2556,30000000,"กรรมการ: นายยี๋หมิง เหยา, นายโชติ บรรจบโชคชัย",,False,,,,https://www.dataforthai.com/company/0105556020948/,ดูตำแหน่งงานจาก JOBSDB,,,,,,,
'0105545000215,บริษัท เทเลเซนเนอร์ (ประเทศไทย) จำกัด,"TELESENNER (THAILAND) CO.,LTD.",ขายและให้บริการทางด้านเครื่องมือสื่อสาร คอมพิวเตอร์ และอะไหล่,การขายส่งโทรศัพท์และอุปกรณ์การสื่อสารโทรคมนาคม,19/2 บางบอน 3 ซอย14 ถนนบางบอน 3 แขวงหลักสอง เขตบางแค กรุงเทพมหานคร 10160,ยังดำเนินกิจการอยู่,2/1/2545,2 มกราคม 2545,30000000,"กรรมการ: นางฐานิดา กิตติสุขสันต์, นายประวิทย์ จรุงพิทักษ์สกุล",,False,,http://www.telesenner.com,,https://www.dataforthai.com/company/0105545000215/,,,,,,,,
'0105545132367,บริษัท แพน-เอเชีย เคเบิ้ล จำกัด,"PAN-ASIA CABLE CO.,LTD.",นำเข้า ส่งออก ประมูลงาน นายหน้า ตัวแทนซื้อขายเสาอากาศสื่อสาร เสาอากาศทีวี เครื่องขยายสัญญาณทีวี เคเบิ้ลทีวี ระบบสื่อสาร ขั้วต่อ อุปกรณ์สื่อสารโทรคมนาคม ลวดทองแดง ลวดอลูมิเนียม ลวดทองแดงชุบดีบุก ลวดเห,การขายส่งโทรศัพท์และอุปกรณ์การสื่อสารโทรคมนาคม,"33/3,33/10 หมู่ที่ 10 ตำบลคลองข่อย อำเภอปากเกร็ด จ.นนทบุรี 11120",ยังดำเนินกิจการอยู่,19/12/2545,19 ธันวาคม 2545,30000000,กรรมการ: นายณัฐพล พูนมาศ,,False,,http://panasiacable.com,,https://www.dataforthai.com/company/0105545132367/,,,,,,,,
'0105546024657,บริษัท โอร่า เทเลคอม (ประเทศไทย) จำกัด,"ORA TELECOM (THAILAND) CO.,LTD.",ค้าส่ง ค้าปลีก เครื่องมือและอุปกรณ์เกี่ยวกับระบบสื่อสาร,การขายส่งโทรศัพท์และอุปกรณ์การสื่อสารโทรคมนาคม,14 ถนนสตรีวิทยา 2 แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,ยังดำเนินกิจการอยู่,25/2/2546,25 กุมภาพันธ์ 2546,30000000,"กรรมการ: นายนครินทร์ ประไพวงษ์, นายวสุ ประไพวงษ์",,False,,,,https://www.dataforthai.com/company/0105546024657/,,,,,,,,
'0105539044176,บริษัท ไซเทค เทเลคอม จำกัด,"AROTRON CO., LTD.",ประกอบกิจการจำหน่ายและติดตั้งเครื่องมือสื่อสาร,การขายส่งโทรศัพท์และอุปกรณ์การสื่อสารโทรคมนาคม,238/4 ถนนรัชดาภิเษก แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,ยังดำเนินกิจการอยู่,11/4/2539,11 เมษายน 2539,30000000,กรรมการ: นางสาวอาธัญญา วรกิจพูนผล,,False,,,,https://www.dataforthai.com/company/0105539044176/,,,,,,,,
'0105546138547,บริษัท ไอพีเอส.เซลส์ แอนด์ เซอร์วิส จำกัด,IPS. SALE & SERVICE COMPANY LIMITED,ขายและติดตั้งโทรศัพท์ตู้สาขาและกล้องวงจรปิด,การขายส่งโทรศัพท์และอุปกรณ์การสื่อสารโทรคมนาคม,694 ซอยพระรามที่ 2 ซอย 60 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,ยังดำเนินกิจการอยู่,17/11/2546,17 พฤศจิกายน 2546,30000000,กรรมการ: นายวิชาญ เหมพรรณไพเราะ,,False,,www.ips.co.th,,https://www.dataforthai.com/company/0105546138547/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,
'0105544032253,บริษัท ลีดดิ้ง พับบลิค เพอร์ฟอร์เม้นท์ จำกัด,LEADING PUBLING PERFORMANCE COMPANY LIMITED,การขายส่งโทรศัพท์และอุปกรณ์โทรคมนาคม,การขายส่งโทรศัพท์และอุปกรณ์การสื่อสารโทรคมนาคม,137/77-78 หมู่บ้านนันทนาการ์เด้น ซอย 12 หมู่ที่ 1 ถนนปทุม - รังสิต ตำบลบ้านกลาง อำเภอเมืองปทุมธานี จ.ปทุมธานี 12000,ยังดำเนินกิจการอยู่,2/4/2544,2 เมษายน 2544,31000000,"กรรมการ: นายเฟิง เปียว, นายเชียว โซ่วซิ้น, นายหงส์ หลิว",,False,,,,https://www.dataforthai.com/company/0105544032253/,,,,,,,,
